networkCanvasEgoUUID,networkCanvasCaseID,networkCanvasSessionID,networkCanvasProtocolName,sessionStart,sessionFinish,sessionExported,APP_VERSION,COMMIT_HASH,secret_word
7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1trlci0002sa278d3vv3ip,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:02:52.239Z,2025-10-24T00:31:47.963Z,2025-10-24T00:33:15.659Z,v3.0.0,Unknown commit hash,peaches
