nodeID,networkCanvasEgoUUID_x,networkCanvasUUID,name,user_layout_x,user_layout_y,user_layout_screenSpaceX,user_layout_screenSpaceY,session_id,networkCanvasEgoUUID_y,networkCanvasCaseID,networkCanvasSessionID,networkCanvasProtocolName,sessionStart,sessionFinish,sessionExported,APP_VERSION,COMMIT_HASH,secret_word,in_gcc
4,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,bihlMPLDwN,community,0.4262402783078781,0.6617333756402701,818.38,365.33,cmh1w9kqc0011sa27sx6ud8sm,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1w9kqc0011sa27sx6ud8sm,FSDS_ConceptMap_v01.netcanvas,2025-10-22T11:12:50.484Z,2025-10-22T11:19:39.269Z,2025-10-24T12:37:16.922Z,v3.0.0,Unknown commit hash,space,1.0
5,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,fWLVVobTqz,culture,0.6008334219730577,0.3324645301663569,1153.6,720.94,cmh1w9kqc0011sa27sx6ud8sm,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1w9kqc0011sa27sx6ud8sm,FSDS_ConceptMap_v01.netcanvas,2025-10-22T11:12:50.484Z,2025-10-22T11:19:39.269Z,2025-10-24T12:37:16.922Z,v3.0.0,Unknown commit hash,space,1.0
6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,RtJiUdZJi6,empirical data,0.4999217884785043,0.5703503920946467,959.85,464.02,cmh1w9kqc0011sa27sx6ud8sm,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1w9kqc0011sa27sx6ud8sm,FSDS_ConceptMap_v01.netcanvas,2025-10-22T11:12:50.484Z,2025-10-22T11:19:39.269Z,2025-10-24T12:37:16.922Z,v3.0.0,Unknown commit hash,space,1.0
7,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,KaMS6JqOHq,ethics,0.4334482521289176,0.471714790807307,832.22,570.55,cmh1w9kqc0011sa27sx6ud8sm,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1w9kqc0011sa27sx6ud8sm,FSDS_ConceptMap_v01.netcanvas,2025-10-22T11:12:50.484Z,2025-10-22T11:19:39.269Z,2025-10-24T12:37:16.922Z,v3.0.0,Unknown commit hash,space,1.0
8,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,jWW9gVNZ5Z,inequality,0.4638819193733067,0.767621594669326,890.65,250.97,cmh1w9kqc0011sa27sx6ud8sm,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1w9kqc0011sa27sx6ud8sm,FSDS_ConceptMap_v01.netcanvas,2025-10-22T11:12:50.484Z,2025-10-22T11:19:39.269Z,2025-10-24T12:37:16.922Z,v3.0.0,Unknown commit hash,space,1.0
9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,WZuDbuOSgL,macro-micro,0.5952272201122492,0.5761524862880196,1142.84,457.76,cmh1w9kqc0011sa27sx6ud8sm,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1w9kqc0011sa27sx6ud8sm,FSDS_ConceptMap_v01.netcanvas,2025-10-22T11:12:50.484Z,2025-10-22T11:19:39.269Z,2025-10-24T12:37:16.922Z,v3.0.0,Unknown commit hash,space,1.0
10,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,WAhTMmxJoA,knowledge,0.5071297622995439,0.4572095553238747,973.69,586.21,cmh1w9kqc0011sa27sx6ud8sm,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1w9kqc0011sa27sx6ud8sm,FSDS_ConceptMap_v01.netcanvas,2025-10-22T11:12:50.484Z,2025-10-22T11:19:39.269Z,2025-10-24T12:37:16.922Z,v3.0.0,Unknown commit hash,space,1.0
11,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,FXe1ucLJSr,perspective,0.526351025822316,0.6646344227369566,1010.59,362.19,cmh1w9kqc0011sa27sx6ud8sm,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1w9kqc0011sa27sx6ud8sm,FSDS_ConceptMap_v01.netcanvas,2025-10-22T11:12:50.484Z,2025-10-22T11:19:39.269Z,2025-10-24T12:37:16.922Z,v3.0.0,Unknown commit hash,space,1.0
12,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,WGBnkFwIuN,theory,0.4558730595721517,0.5369883504827524,875.28,500.05,cmh1w9kqc0011sa27sx6ud8sm,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1w9kqc0011sa27sx6ud8sm,FSDS_ConceptMap_v01.netcanvas,2025-10-22T11:12:50.484Z,2025-10-22T11:19:39.269Z,2025-10-24T12:37:16.922Z,v3.0.0,Unknown commit hash,space,1.0
1,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,7cbBSKLNtr,class,0.3160517285059536,0.370173248481354,606.82,680.21,cmh1trlci0002sa278d3vv3ip,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1trlci0002sa278d3vv3ip,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:02:52.239Z,2025-10-24T00:31:47.963Z,2025-10-24T00:33:15.659Z,v3.0.0,Unknown commit hash,peaches,1.0
2,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,QUTNIZIDgY,change,0.3083112911102961,0.5547886330967385,591.96,480.83,cmh1trlci0002sa278d3vv3ip,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1trlci0002sa278d3vv3ip,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:02:52.239Z,2025-10-24T00:31:47.963Z,2025-10-24T00:33:15.659Z,v3.0.0,Unknown commit hash,peaches,1.0
3,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,bihlMPLDwN,community,0.5318164209099053,0.7394040177121232,1021.09,281.44,cmh1trlci0002sa278d3vv3ip,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1trlci0002sa278d3vv3ip,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:02:52.239Z,2025-10-24T00:31:47.963Z,2025-10-24T00:33:15.659Z,v3.0.0,Unknown commit hash,peaches,1.0
4,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,WGBnkFwIuN,theory,0.4176449693239578,0.5897158680239735,801.88,443.11,cmh1trlci0002sa278d3vv3ip,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1trlci0002sa278d3vv3ip,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:02:52.239Z,2025-10-24T00:31:47.963Z,2025-10-24T00:33:15.659Z,v3.0.0,Unknown commit hash,peaches,1.0
5,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,ndsons1JEx,social networks,0.6179287869365946,0.7477200260281315,1186.42,272.46,cmh1trlci0002sa278d3vv3ip,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1trlci0002sa278d3vv3ip,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:02:52.239Z,2025-10-24T00:31:47.963Z,2025-10-24T00:33:15.659Z,v3.0.0,Unknown commit hash,peaches,1.0
6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,qlYrXp5pWY,power,0.4282880707429868,0.3868052651133706,822.31,662.25,cmh1trlci0002sa278d3vv3ip,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1trlci0002sa278d3vv3ip,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:02:52.239Z,2025-10-24T00:31:47.963Z,2025-10-24T00:33:15.659Z,v3.0.0,Unknown commit hash,peaches,1.0
7,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,WZuDbuOSgL,macro-micro,0.4118396412772147,0.804268882576988,790.73,211.39,cmh1trlci0002sa278d3vv3ip,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1trlci0002sa278d3vv3ip,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:02:52.239Z,2025-10-24T00:31:47.963Z,2025-10-24T00:33:15.659Z,v3.0.0,Unknown commit hash,peaches,1.0
8,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,8JFsJYcFYb,identity,0.5560052877713348,0.4200692983774039,1067.53,626.33,cmh1trlci0002sa278d3vv3ip,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1trlci0002sa278d3vv3ip,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:02:52.239Z,2025-10-24T00:31:47.963Z,2025-10-24T00:33:15.659Z,v3.0.0,Unknown commit hash,peaches,1.0
9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,m3bCphZ8J2,technology,0.6508256458681387,0.3535412318493373,1249.59,698.18,cmh1trlci0002sa278d3vv3ip,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1trlci0002sa278d3vv3ip,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:02:52.239Z,2025-10-24T00:31:47.963Z,2025-10-24T00:33:15.659Z,v3.0.0,Unknown commit hash,peaches,1.0
10,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,OruxeroRhC,structure,0.572453717237107,0.5797366580447635,1099.11,453.88,cmh1trlci0002sa278d3vv3ip,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1trlci0002sa278d3vv3ip,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:02:52.239Z,2025-10-24T00:31:47.963Z,2025-10-24T00:33:15.659Z,v3.0.0,Unknown commit hash,peaches,1.0
1,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,ZuysvCGddv,AI,0.4988777711811639,0.5571229536746778,957.85,478.31,cmh1u7a3d000bsa27gwe0vmf6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1u7a3d000bsa27gwe0vmf6,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:15:04.154Z,2025-10-22T10:19:50.992Z,2025-10-24T12:37:16.921Z,v3.0.0,Unknown commit hash,Dolphin,1.0
2,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,SP780kx1IA,development,0.3774743335408853,0.7466039707419018,724.75,273.67,cmh1u7a3d000bsa27gwe0vmf6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1u7a3d000bsa27gwe0vmf6,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:15:04.154Z,2025-10-22T10:19:50.992Z,2025-10-24T12:37:16.921Z,v3.0.0,Unknown commit hash,Dolphin,1.0
3,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,RtJiUdZJi6,empirical data,0.3626464327603933,0.6448972483455242,696.28,383.51,cmh1u7a3d000bsa27gwe0vmf6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1u7a3d000bsa27gwe0vmf6,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:15:04.154Z,2025-10-22T10:19:50.992Z,2025-10-24T12:37:16.921Z,v3.0.0,Unknown commit hash,Dolphin,1.0
4,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,KaMS6JqOHq,ethics,0.3876685153274736,0.3481365377917102,744.32,704.01,cmh1u7a3d000bsa27gwe0vmf6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1u7a3d000bsa27gwe0vmf6,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:15:04.154Z,2025-10-22T10:19:50.992Z,2025-10-24T12:37:16.921Z,v3.0.0,Unknown commit hash,Dolphin,1.0
5,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,WZuDbuOSgL,macro-micro,0.5489219363153246,0.7201323580633926,1053.93,302.26,cmh1u7a3d000bsa27gwe0vmf6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1u7a3d000bsa27gwe0vmf6,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:15:04.154Z,2025-10-22T10:19:50.992Z,2025-10-24T12:37:16.921Z,v3.0.0,Unknown commit hash,Dolphin,1.0
6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,acTsAWfdzn,optimisation,0.5535556553092283,0.3258446534308603,1062.83,728.09,cmh1u7a3d000bsa27gwe0vmf6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1u7a3d000bsa27gwe0vmf6,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:15:04.154Z,2025-10-22T10:19:50.992Z,2025-10-24T12:37:16.921Z,v3.0.0,Unknown commit hash,Dolphin,1.0
7,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,uBiRoP3A3s,progress,0.4636615068274954,0.7452107279693486,890.23,275.17,cmh1u7a3d000bsa27gwe0vmf6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1u7a3d000bsa27gwe0vmf6,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:15:04.154Z,2025-10-22T10:19:50.992Z,2025-10-24T12:37:16.921Z,v3.0.0,Unknown commit hash,Dolphin,1.0
8,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,ndsons1JEx,social networks,0.614720746028758,0.6170323928944619,1180.26,413.61,cmh1u7a3d000bsa27gwe0vmf6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1u7a3d000bsa27gwe0vmf6,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:15:04.154Z,2025-10-22T10:19:50.992Z,2025-10-24T12:37:16.921Z,v3.0.0,Unknown commit hash,Dolphin,1.0
9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,m3bCphZ8J2,technology,0.6341823658031538,0.4094392197840473,1217.63,637.81,cmh1u7a3d000bsa27gwe0vmf6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1u7a3d000bsa27gwe0vmf6,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:15:04.154Z,2025-10-22T10:19:50.992Z,2025-10-24T12:37:16.921Z,v3.0.0,Unknown commit hash,Dolphin,1.0
10,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,YfjJV5hkMD,truth,0.3978626971140619,0.4331243469174504,763.9,612.23,cmh1u7a3d000bsa27gwe0vmf6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1u7a3d000bsa27gwe0vmf6,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:15:04.154Z,2025-10-22T10:19:50.992Z,2025-10-24T12:37:16.921Z,v3.0.0,Unknown commit hash,Dolphin,1.0
1,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,zfLP4gy4BA,analysis,0.3949567868646305,0.7452377141027693,758.32,275.14,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
2,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,QUTNIZIDgY,change,0.6364046196828862,0.6440691531935329,1221.9,384.41,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
3,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,bihlMPLDwN,community,0.5202363227608953,0.4353289578997919,998.85,609.84,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
4,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,kojNKla2jv,context,0.446587141052182,0.5390587481991356,857.45,497.82,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
5,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,RtJiUdZJi6,empirical data,0.637163889597409,0.4045942052185049,1223.35,643.04,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,8JFsJYcFYb,identity,0.5263104820770778,0.5838802625260124,1010.52,449.41,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
7,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,WGBnkFwIuN,theory,0.3577525610530125,0.4174003521690411,686.88,629.21,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
8,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,OruxeroRhC,structure,0.3850862779758338,0.1856090923643349,739.37,879.54,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,ZuysvCGddv,AI,0.6151450620762473,0.8105490635505043,1181.08,204.61,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
10,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,WAhTMmxJoA,knowledge,0.5893298849824715,0.2137826156555147,1131.51,849.11,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
11,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,FXe1ucLJSr,perspective,0.4663281588297752,0.2970225708340003,895.35,759.22,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
12,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,m3bCphZ8J2,technology,0.5187177829318496,0.7682887786137346,995.94,250.25,cmh20bfbo001vsa27rn1wly2f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh20bfbo001vsa27rn1wly2f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T13:06:15.252Z,2025-10-23T15:19:39.775Z,2025-10-24T12:35:48.003Z,v3.0.0,Unknown commit hash,triceratops,1.0
1,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,ZuysvCGddv,AI,0.4770661427635887,0.5317533012747119,915.97,505.71,cmh1uot9n000osa27eayyicd9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1uot9n000osa27eayyicd9,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:28:42.155Z,2025-10-23T23:36:16.279Z,2025-10-24T12:35:48.002Z,v3.0.0,Unknown commit hash,test,1.0
2,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,RUzI0YhNuM,art,0.3898886705959397,0.7430348828333715,748.59,277.52,cmh1uot9n000osa27eayyicd9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1uot9n000osa27eayyicd9,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:28:42.155Z,2025-10-23T23:36:16.279Z,2025-10-24T12:35:48.002Z,v3.0.0,Unknown commit hash,test,0.0
3,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,fWLVVobTqz,culture,0.5830203012442698,0.7735669032898252,1119.4,244.55,cmh1uot9n000osa27eayyicd9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1uot9n000osa27eayyicd9,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:28:42.155Z,2025-10-23T23:36:16.279Z,2025-10-24T12:35:48.002Z,v3.0.0,Unknown commit hash,test,0.0
4,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,S941vbbT0r,design,0.5991146037982973,0.4865659109991604,1150.3,554.51,cmh1uot9n000osa27eayyicd9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1uot9n000osa27eayyicd9,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:28:42.155Z,2025-10-23T23:36:16.279Z,2025-10-24T12:35:48.002Z,v3.0.0,Unknown commit hash,test,0.0
5,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,SP780kx1IA,development,0.5240078585461689,0.4132890619036715,1006.1,633.65,cmh1uot9n000osa27eayyicd9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1uot9n000osa27eayyicd9,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:28:42.155Z,2025-10-23T23:36:16.279Z,2025-10-24T12:35:48.002Z,v3.0.0,Unknown commit hash,test,1.0
6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,eirRfq6JdI,justice,0.3201466928618206,0.6343408900083963,614.68,394.91,cmh1uot9n000osa27eayyicd9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1uot9n000osa27eayyicd9,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:28:42.155Z,2025-10-23T23:36:16.279Z,2025-10-24T12:35:48.002Z,v3.0.0,Unknown commit hash,test,0.0
7,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,WAhTMmxJoA,knowledge,0.4649954158480681,0.409625219448897,892.79,637.6,cmh1uot9n000osa27eayyicd9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1uot9n000osa27eayyicd9,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:28:42.155Z,2025-10-23T23:36:16.279Z,2025-10-24T12:35:48.002Z,v3.0.0,Unknown commit hash,test,0.0
8,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,g3wV1SAlU4,music,0.6634918140144074,0.5,1273.9,540.0,cmh1uot9n000osa27eayyicd9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1uot9n000osa27eayyicd9,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:28:42.155Z,2025-10-23T23:36:16.279Z,2025-10-24T12:35:48.002Z,v3.0.0,Unknown commit hash,test,0.0
9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,m3bCphZ8J2,technology,0.5508316961362149,0.5464086710938096,1057.6,489.88,cmh1uot9n000osa27eayyicd9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1uot9n000osa27eayyicd9,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:28:42.155Z,2025-10-23T23:36:16.279Z,2025-10-24T12:35:48.002Z,v3.0.0,Unknown commit hash,test,0.0
10,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,qlYrXp5pWY,power,0.638679764243615,0.6905198076482711,1226.27,334.24,cmh1uot9n000osa27eayyicd9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1uot9n000osa27eayyicd9,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:28:42.155Z,2025-10-23T23:36:16.279Z,2025-10-24T12:35:48.002Z,v3.0.0,Unknown commit hash,test,0.0
1,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,QUTNIZIDgY,change,0.3628267263162255,0.3213859811845767,696.63,732.9,cmh200ziw001hsa27kc2dl64f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh200ziw001hsa27kc2dl64f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T12:58:08.216Z,2025-10-22T13:03:09.119Z,2025-10-24T12:36:28.562Z,v3.0.0,Unknown commit hash,helloOII,1.0
2,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,7cbBSKLNtr,class,0.329025309639203,0.5800318007155161,631.73,453.57,cmh200ziw001hsa27kc2dl64f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh200ziw001hsa27kc2dl64f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T12:58:08.216Z,2025-10-22T13:03:09.119Z,2025-10-24T12:36:28.562Z,v3.0.0,Unknown commit hash,helloOII,1.0
3,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,d1Lcl1ZtLG,collective,0.4337434240503708,0.6658937326089837,832.79,360.83,cmh200ziw001hsa27kc2dl64f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh200ziw001hsa27kc2dl64f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T12:58:08.216Z,2025-10-22T13:03:09.119Z,2025-10-24T12:36:28.562Z,v3.0.0,Unknown commit hash,helloOII,1.0
4,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,bihlMPLDwN,community,0.6034132803115032,0.5938121107724924,1158.55,438.68,cmh200ziw001hsa27kc2dl64f,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh200ziw001hsa27kc2dl64f,FSDS_ConceptMap_v01.netcanvas,2025-10-22T12:58:08.216Z,2025-10-22T13:03:09.119Z,2025-10-24T12:36:28.562Z,v3.0.0,Unknown commit hash,helloOII,1.0
