networkCanvasEgoUUID,networkCanvasCaseID,networkCanvasSessionID,networkCanvasProtocolName,sessionStart,sessionFinish,sessionExported,APP_VERSION,COMMIT_HASH,secret_word
7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1uot9n000osa27eayyicd9,FSDS_ConceptMap_v01.netcanvas,2025-10-22T10:28:42.155Z,2025-10-23T23:36:16.279Z,2025-10-24T12:35:48.002Z,v3.0.0,Unknown commit hash,test
