edgeID,from,to,networkCanvasEgoUUID,networkCanvasUUID,networkCanvasSourceUUID,networkCanvasTargetUUID
1,1,5,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,5a3fd7be-fa74-46d9-b27a-b93f8e6db3bd,ZuysvCGddv,KaMS6JqOHq
2,4,3,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,6d61e243-f324-44d6-9ba2-427e08e0f7e1,RtJiUdZJi6,kojNKla2jv
3,4,8,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,eb5aeccb-3629-4d7c-88ff-add2169b1f82,RtJiUdZJi6,m3bCphZ8J2
