nodeID,networkCanvasEgoUUID,networkCanvasUUID,name,user_layout_x,user_layout_y,user_layout_screenSpaceX,user_layout_screenSpaceY
1,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,QUTNIZIDgY,change,0.3628267263162255,0.3213859811845767,696.63,732.90
2,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,7cbBSKLNtr,class,0.329025309639203,0.5800318007155161,631.73,453.57
3,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,d1Lcl1ZtLG,collective,0.4337434240503708,0.6658937326089837,832.79,360.83
4,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,bihlMPLDwN,community,0.6034132803115032,0.5938121107724924,1158.55,438.68
5,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,kojNKla2jv,context,0.5232177623130774,0.4369285808930701,1004.58,608.12
6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,RtJiUdZJi6,empirical data,0.505322894660536,0.5408109182456605,970.22,495.92
7,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,WZuDbuOSgL,macro-micro,0.4629054305952529,0.4570690340532662,888.78,586.37
8,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,acTsAWfdzn,optimisation,0.6060643718155835,0.3881674837683848,1163.64,660.78
9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Aq4q5O2VkA,race-ethnicity,0.5437637214696989,0.2026633099244733,1044.03,861.12
10,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,ndsons1JEx,social networks,0.7134335777308314,0.215383596130913,1369.79,847.39
11,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,zfLP4gy4BA,analysis,0.5616585891222402,0.7581158076056711,1078.38,261.23
12,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,jWW9gVNZ5Z,inequality,0.4257901495381302,0.1549622366503246,817.52,912.64
