networkCanvasEgoUUID,networkCanvasCaseID,networkCanvasSessionID,networkCanvasProtocolName,sessionStart,sessionFinish,sessionExported,APP_VERSION,COMMIT_HASH,secret_word
7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Anonymous Participant,cmh1w9kqc0011sa27sx6ud8sm,FSDS_ConceptMap_v01.netcanvas,2025-10-22T11:12:50.484Z,2025-10-22T11:19:39.269Z,2025-10-24T12:37:16.922Z,v3.0.0,Unknown commit hash,space
